"","logFC","logCPM","F","PValue","FDR","SYMBOL","GENENAME","ENTREZID"
"ENSMUSG00000039252",-0.168974075691322,-0.773227947272363,0.0761355695124186,0.786537561389726,0.831559889339985,"Lgi2","leucine-rich repeat LGI family, member 2","246316"
"ENSMUSG00000044770",-0.130038177615979,-0.0807153010307317,0.0762827802756037,0.786550869738424,0.831559889339985,"Scml4","Scm polycomb group protein like 4","268297"
"ENSMUSG00000047635",-0.0626404669990795,4.34853486775403,0.07644143718496,0.786587560469857,0.831559889339985,"Mtrfr","mitochondrial translation release factor in rescue","72650"
"ENSMUSG00000074746",0.081560333488944,3.84921269633238,0.076399538755009,0.786644610449868,0.831559889339985,"Pdzd8","PDZ domain containing 8","107368"
"ENSMUSG00000050855",-0.0949105149056707,1.69683277829546,0.0763934439958739,0.786656666442446,0.831559889339985,"Zfp940","zinc finger protein 940","233057"
"ENSMUSG00000026239",-0.0660993851755356,6.5522227006511,0.0759164744329961,0.787301697096774,0.832139662442299,"Pde6d","phosphodiesterase 6D, cGMP-specific, rod, delta","18582"
"ENSMUSG00000086150",0.115074184074119,2.4353177776664,0.0758977663772219,0.787329633203665,0.832139662442299,"Bach2os","BTB and CNC homology 2, opposite strand","414068"
"ENSMUSG00000096544",-0.142922415429062,1.30500801137805,0.0758911028766253,0.787343109564457,0.832139662442299,NA,NA,NA
"ENSMUSG00000118669",0.0861349647577309,3.16640179977487,0.0756793432099791,0.787625820822356,0.832389835054841,"Arvcf","armadillo repeat gene deleted in velocardiofacial syndrome","11877"
"ENSMUSG00000005506",0.0597660695014115,5.75790896257045,0.0753089384487759,0.788131693266055,0.832875809021829,"Celf1","CUGBP, Elav-like family member 1","13046"
"ENSMUSG00000002396",-0.064364205358308,3.25125445064945,0.0746517548381591,0.789034177667298,0.83378083030805,"Ocel1","occludin/ELL domain containing 1","77090"
"ENSMUSG00000032375",0.0711775867933914,3.21946364345805,0.0745990758381738,0.789106650702438,0.833808715246114,"Aph1b","aph1 homolog B, gamma secretase subunit","208117"
"ENSMUSG00000029310",-0.0610962651935221,6.4665714091936,0.0743584663186226,0.789437480631945,0.83410957352685,"Nudt9","nudix hydrolase 9","74167"
"ENSMUSG00000021518",-0.0596760123038416,6.16474573570633,0.0741511609271807,0.789723479853078,0.834363031882146,"Ptdss1","phosphatidylserine synthase 1","19210"
"ENSMUSG00000022201",0.062864019470814,6.32731813374225,0.0739965349214936,0.789937082273915,0.834525993039968,"Zfr","zinc finger RNA binding protein","22763"
"ENSMUSG00000052296",-0.0586616411810265,5.76757108639209,0.0739727444970786,0.789969970861412,0.834525993039968,"Ppp6r1","protein phosphatase 6, regulatory subunit 1","243819"
"ENSMUSG00000074521",-0.149686268259377,-0.747348413847729,0.0735662661650379,0.790538840907044,0.835039850699544,NA,NA,NA
"ENSMUSG00000024104",-0.0665284172929016,5.79788606778528,0.0735547541652257,0.790548698537141,0.835039850699544,"Washc2","WASH complex subunit 2","28006"
"ENSMUSG00000090015",-0.0669635657494716,3.90080022757677,0.0731911914149221,0.791053776296313,0.835524575278996,"Gm15446","predicted gene 15446","100642166"
"ENSMUSG00000022971",0.0744715119858121,7.05720784669583,0.0730967221317723,0.79118490348099,0.835576608731551,"Ifnar2","interferon (alpha and beta) receptor 2","15976"
"ENSMUSG00000028550",-0.110365494882403,2.64419841749858,0.0730899489846221,0.79119540489631,0.835576608731551,"Atg4c","autophagy related 4C, cysteine peptidase","242557"
"ENSMUSG00000035297",0.07371810049875,7.45101768186012,0.0725763084262705,0.791910374090802,0.836190559412717,"Cops4","COP9 signalosome subunit 4","26891"
"ENSMUSG00000021241",0.0688849132491295,6.87648172388272,0.0725689584283663,0.791920640774487,0.836190559412717,"Isca2","iron-sulfur cluster assembly 2","74316"
"ENSMUSG00000025878",-0.0525318615803818,4.52083751356605,0.0725654462724473,0.791925682986184,0.836190559412717,"Uimc1","ubiquitin interaction motif containing 1","20184"
"ENSMUSG00000094344",0.139088570579664,-0.431014042826482,0.0725703036766411,0.791961610904566,0.836190559412717,NA,NA,NA
"ENSMUSG00000030469",0.0854755245567811,3.69858672236145,0.0724847069949649,0.792038679801255,0.836210909907528,"Zfp719","zinc finger protein 719","210105"
"ENSMUSG00000018678",-0.0903060467757795,2.7388024691749,0.0724603717645933,0.792073319736651,0.836210909907528,"Sp2","Sp2 transcription factor","78912"
"ENSMUSG00000050106",0.129505188318762,0.326192934082921,0.0717465380564945,0.793109256238847,0.837255719302728,"Tmc8","transmembrane channel-like gene family 8","217356"
"ENSMUSG00000087203",-0.16404326997592,-0.406856616334785,0.0709716012709116,0.793294317007337,0.837402221564396,"Gm13986","predicted gene 13986","329496"
"ENSMUSG00000003423",-0.0548527514868931,5.34389213775965,0.0715451143613364,0.793356248571699,0.837418739012179,"Pih1d1","PIH1 domain containing 1","68845"
"ENSMUSG00000074677",-0.109102541296012,4.53504113985588,0.071472298721568,0.793480654441236,0.83750119477338,"Sirpb1c","signal-regulatory protein beta 1C","100038947"
"ENSMUSG00000038623",0.0897302302429936,5.92839864994766,0.0713376620719328,0.793648438387068,0.83762942283948,"Tm6sf1","transmembrane 6 superfamily member 1","107769"
"ENSMUSG00000090173",0.121144326258346,0.58103026385791,0.0712319312094166,0.793828415261022,0.837726901896655,"Fbxw10","F-box and WD-40 domain protein 10","213980"
"ENSMUSG00000025047",-0.115809238554421,2.90023612933319,0.0712070571579921,0.793833401482239,0.837726901896655,"Pdcd11","programmed cell death 11","18572"
"ENSMUSG00000020792",0.0636296299776949,5.87106823918882,0.0710821745410329,0.794008953493834,0.837863291471127,"Exoc7","exocyst complex component 7","53413"
"ENSMUSG00000032295",0.0516829333828824,4.46819927421415,0.0704315788624914,0.79493029362888,0.838786598391982,"Man2c1","mannosidase, alpha, class 2C, member 1","73744"
"ENSMUSG00000003660",-0.0951885812980948,4.64556896241418,0.0702629138242324,0.795169854680955,0.838976084620439,"Snrnp200","small nuclear ribonucleoprotein 200 (U5)","320632"
"ENSMUSG00000048495",0.059319354359129,4.5578195590383,0.0702235228963932,0.795225838164912,0.838976084620439,"Tyw5","tRNA-yW synthesizing protein 5","68736"
"ENSMUSG00000039781",-0.10321098757853,1.96647523578376,0.0702089130305326,0.795248983100676,0.838976084620439,"Cep131","centrosomal protein 131","12009"
"ENSMUSG00000048921",0.0893426537135817,1.88676096071414,0.0701267245066075,0.795366927727976,0.839051590191958,"Zfp689","zinc finger protein 689","71131"
"ENSMUSG00000027236",0.0611677656068174,6.26858234790134,0.0700612443058734,0.795456577070484,0.839090285595028,"Eif3j1","eukaryotic translation initiation factor 3, subunit J1","78655"
"ENSMUSG00000039958",-0.0854067748966248,2.48937036965472,0.0700345499946912,0.795496361510613,0.839090285595028,"Etfbkmt","electron transfer flavoprotein beta subunit lysine methyltransferase","320204"
"ENSMUSG00000000439",0.0613694333980548,4.5134791682623,0.0699161962711873,0.795663297766074,0.8392174447057,"Mkrn2","makorin, ring finger protein, 2","67027"
"ENSMUSG00000030029",-0.0691524059116497,3.64201554222243,0.0697446916886358,0.795908096661338,0.839423551557104,"Lrig1","leucine-rich repeats and immunoglobulin-like domains 1","16206"
"ENSMUSG00000032046",0.0736796269921402,8.98138271065283,0.0697140235050194,0.795951497845226,0.839423551557104,"Abhd12","abhydrolase domain containing 12","76192"
"ENSMUSG00000032562",-0.0581421602332016,9.45353137310913,0.0695877331467933,0.796131838512178,0.83956412652216,"Gnai2","G protein subunit alpha i2","14678"
"ENSMUSG00000087687",0.0675172098813166,4.49965352642867,0.0695258297567595,0.796220434404109,0.83956412652216,"Pet100","PET100 homolog","100503890"
"ENSMUSG00000044816",0.186214491555045,-1.08337750531964,0.0689662612459521,0.796252000904833,0.83956412652216,"D630023F18Rik","RIKEN cDNA D630023F18 gene","98303"
"ENSMUSG00000032479",-0.072971695543723,6.15769261351814,0.069490783145302,0.796270403532873,0.83956412652216,"Map4","microtubule-associated protein 4","17758"
"ENSMUSG00000113450",-0.110219780443523,1.00345825602021,0.069447767344811,0.79634364678596,0.839592424759535,"Zfp935","zinc finger protein 935","71508"
"ENSMUSG00000002825",-0.0746861489801678,4.55172502205028,0.0693244064049075,0.796508565045684,0.83971736786922,"Qtrt1","queuine tRNA-ribosyltransferase catalytic subunit 1","60507"
"ENSMUSG00000024785",0.054638148785728,4.53487083891917,0.0692367742218493,0.796634060854637,0.839800737810578,"Rcl1","RNA terminal phosphate cyclase-like 1","59028"
"ENSMUSG00000018983",0.129032912679733,1.6090073287651,0.0687190935372266,0.79738298531122,0.840541269706124,"E2f2","E2F transcription factor 2","242705"
"ENSMUSG00000031352",-0.0715516460006452,5.73743563615627,0.0684695433473983,0.797736330343732,0.840864749484949,"Hccs","holocytochrome c synthetase","15159"
"ENSMUSG00000029394",-0.0493875378113887,6.35557636561545,0.068366995861422,0.797884174817148,0.840911509250135,"Cdk2ap1","cyclin dependent kinase 2 associated protein 1","13445"
"ENSMUSG00000104735",-0.180872716890444,-0.646273508733679,0.0683510748727785,0.797913466239438,0.840911509250135,NA,NA,NA
"ENSMUSG00000074269",-0.133740555227274,0.283015571342998,0.0683675041916138,0.797920123296652,0.840911509250135,"Rec114","REC114 meiotic recombination protein","73673"
"ENSMUSG00000024787",-0.0649499324273692,5.70135714518531,0.0682718836641324,0.798021425529992,0.840969284880549,"Snx15","sorting nexin 15","69024"
"ENSMUSG00000040532",-0.0632857847105387,5.20487444695208,0.0680689101203265,0.7983146631644,0.841229306967588,"Abhd11","abhydrolase domain containing 11","68758"
"ENSMUSG00000031812",0.0799592251948278,9.27396163020597,0.0679915659111588,0.798426464066238,0.841298119757174,"Map1lc3b","microtubule-associated protein 1 light chain 3 beta","67443"
"ENSMUSG00000021756",0.0786812800046293,5.28205759547099,0.0679182205974061,0.798532632036703,0.841360989485213,"Il6st","interleukin 6 signal transducer","16195"
"ENSMUSG00000026172",0.0617200080042535,4.25419713738016,0.0678338812831724,0.798654880561889,0.841434758394619,"Bcs1l","BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone","66821"
"ENSMUSG00000028356",-0.182731932296558,-0.825465574052212,0.0683612802363225,0.798695658026264,0.841434758394619,"Ambp","alpha 1 microglobulin/bikunin precursor","11699"
"ENSMUSG00000021400",0.0498247252211816,4.6743636713085,0.0676235817014523,0.798959675490676,0.841663895700309,"Wrnip1","Werner helicase interacting protein 1","78903"
"ENSMUSG00000028139",-0.198420736782325,-0.214424070932343,0.0674339400483656,0.799266095501455,0.841937672677447,"Riiad1","regulatory subunit of type II PKA R-subunit (RIIa) domain containing 1","66353"
"ENSMUSG00000019775",-0.114732254680744,1.23461462821652,0.0673748576806333,0.79933301233863,0.84195914258851,"Rgs17","regulator of G-protein signaling 17","56533"
"ENSMUSG00000039294",0.0636669699120677,6.13270609533045,0.0669400653965764,0.799953915263197,0.842564104602226,"Cybc1","cytochrome b 245 chaperone 1","217370"
"ENSMUSG00000004642",-0.1001678077921,7.0934042864579,0.065825223998657,0.801587482959779,0.844235539274189,"Slbp","stem-loop binding protein","20492"
"ENSMUSG00000031644",-0.0686999539061625,3.06850274716908,0.0657534134605463,0.801693856156709,0.844298424880288,"Nek1","NIMA (never in mitosis gene a)-related expressed kinase 1","18004"
"ENSMUSG00000021282",-0.0792114469287136,9.14698751334874,0.0656756594111763,0.801807762015922,0.844369235676275,"Eif5","eukaryotic translation initiation factor 5","217869"
"ENSMUSG00000022483",-0.220449495746242,-0.0806694178725651,0.0656096533657479,0.801945966060198,0.844465624719309,"Col2a1","collagen, type II, alpha 1","12824"
"ENSMUSG00000048218",0.111796527093223,1.71740125281982,0.0654601876204957,0.802129319103479,0.844609542602528,"Amigo2","adhesion molecule with Ig like domain 2","105827"
"ENSMUSG00000021500",0.062805215544364,5.31573797875237,0.0653183744215691,0.802335097497869,0.844777055343863,"Ddx46","DEAD box helicase 46","212880"
"ENSMUSG00000103735",-0.0956234281636738,1.93548887400029,0.065205911097777,0.802503878223985,0.844905596084175,NA,NA,NA
"ENSMUSG00000044447",0.0988184593741149,3.71147145241415,0.0651064461339848,0.802648862268041,0.845009069301506,"Dock5","dedicator of cytokinesis 5","68813"
"ENSMUSG00000028454",-0.076621416858675,2.40474507432223,0.065062504628573,0.802714957089961,0.8450294826688,"Pigo","phosphatidylinositol glycan anchor biosynthesis, class O","56703"
"ENSMUSG00000026088",0.068528784683468,4.64084024454238,0.0648615914803956,0.803011587241393,0.845292567370172,"Mitd1","MIT, microtubule interacting and transport, domain containing 1","69028"
"ENSMUSG00000086484",-0.266580312101495,-1.11783131651001,0.0643772615680816,0.803059716631377,0.845294051603438,"Nron","non-protein coding RNA, repressor of NFAT","320482"
"ENSMUSG00000040563",0.110288936342137,1.80071576533951,0.0647139855520116,0.803233746592211,0.845428049859969,"Plppr2","phospholipid phosphatase related 2","235044"
"ENSMUSG00000042207",-0.0785083632276478,4.38980956875453,0.0645359091301426,0.803495446391639,0.845654302342151,"Kdm5b","lysine demethylase 5B","75605"
"ENSMUSG00000089911",-0.0756928455376619,5.9476541413889,0.0642166800838826,0.803970792147772,0.846105371238345,"Mfsd14a","major facilitator superfamily domain containing 14A","15247"
"ENSMUSG00000024072",0.0570777461180451,6.47051251026552,0.0641328324589094,0.804095894242863,0.84618497640588,"Yipf4","Yip1 domain family, member 4","67864"
"ENSMUSG00000040007",0.148853778332572,1.84744583202356,0.0640804523239831,0.804176797794163,0.84618497640588,"Bahd1","bromo adjacent homology domain containing 1","228536"
"ENSMUSG00000042606",0.0793892850960367,2.02661872753409,0.0640733950033879,0.80418673903162,0.84618497640588,"Hirip3","HIRA interacting protein 3","233876"
"ENSMUSG00000020541",0.0597778731052445,4.98664342409484,0.0640085741632974,0.804281530848801,0.846235504631737,"Tom1l1","target of myb1-like 1 (chicken)","71943"
"ENSMUSG00000049232",-0.0657915565603712,4.55117931969396,0.0636337192743525,0.80484253100461,0.846776525758353,"Tigd2","tigger transposable element derived 2","68140"
"ENSMUSG00000037035",0.119329129075458,1.48572911341259,0.0635271764752285,0.805006545139378,0.846868489095839,"Inhbb","inhibin beta-B","16324"
"ENSMUSG00000039824",-0.159586887144688,0.445836607040571,0.0635350276292905,0.805023552974041,0.846868489095839,"Myl6b","myosin, light polypeptide 6B","216459"
"ENSMUSG00000030089",0.0644806709391465,3.53791320653719,0.0634487840386189,0.805120172389199,0.84692088831615,"Slc41a3","solute carrier family 41, member 3","71699"
"ENSMUSG00000047514",0.0449167019550478,6.11399360216128,0.0634146403778001,0.805171064642947,0.846925182988479,"Tspyl1","testis-specific protein, Y-encoded-like 1","22110"
"ENSMUSG00000031641",-0.0522810061700446,4.12042400768296,0.0632607900858035,0.805402425585393,0.847116284803027,"Cbr4","carbonyl reductase 4","234309"
"ENSMUSG00000112790",0.171399210897478,-0.893237958631612,0.0630469934671981,0.805446385202369,0.847116284803027,NA,NA,NA
"ENSMUSG00000027804",0.0492727709295384,6.40135865280766,0.0630807157239029,0.805673180431906,0.847262758966056,"Ppid","peptidylprolyl isomerase D (cyclophilin D)","67738"
"ENSMUSG00000074994",0.0950914318199841,2.20821777102313,0.0630777423282251,0.805679310673244,0.847262758966056,"Qser1","glutamine and serine rich 1","99003"
"ENSMUSG00000029381",-0.183128934960189,0.358054250562448,0.0630160670868131,0.80580577746636,0.847311144770018,"Shroom3","shroom family member 3","27428"
"ENSMUSG00000026576",-0.0568621390516912,5.16673104878269,0.0629839592530456,0.805818983477461,0.847311144770018,"Atp1b1","ATPase, Na+/K+ transporting, beta 1 polypeptide","11931"
"ENSMUSG00000038408",0.153073820664691,0.135819976536037,0.0629638051632545,0.805890669934212,0.847337278656421,"1700018A04Rik","RIKEN cDNA 1700018A04 gene","71307"
"ENSMUSG00000044477",-0.0849631360850763,3.40339801610419,0.0628897434687573,0.805961405825747,0.847362410111293,"Zfand3","zinc finger, AN1-type domain 3","21769"
"ENSMUSG00000024277",-0.0619510506621972,6.71429859473744,0.0627862151809573,0.806117193877958,0.847476954609756,"Mapre2","microtubule-associated protein, RP/EB family, member 2","212307"
"ENSMUSG00000117743",-0.184655371105507,-0.873505505478671,0.062523456506492,0.806450216806216,0.84774969020015,NA,NA,NA
"ENSMUSG00000029047",-0.0850511073885615,2.99701657365579,0.0625529342453778,0.806470329283424,0.84774969020015,"Pex10","peroxisomal biogenesis factor 10","668173"
"ENSMUSG00000046169",0.109247560816126,1.7023932589875,0.0624449387471756,0.806636876766692,0.847875501733559,"Adamts6","ADAM metallopeptidase with thrombospondin type 1 motif 6","108154"
"ENSMUSG00000025453",-0.134417413660573,-0.0757323074036656,0.0623630941704643,0.806804226582432,0.848002141951664,"Nnt","nicotinamide nucleotide transhydrogenase","18115"
"ENSMUSG00000032498",0.0624683535173568,3.99373333444498,0.0621485786864575,0.80708258502496,0.84824543774944,"Mlh1","mutL homolog 1","17350"
"ENSMUSG00000004637",-0.0717141131759124,3.5785846691901,0.0620907990777393,0.807170451491809,0.848288509458718,"Wwox","WW domain-containing oxidoreductase","80707"
"ENSMUSG00000115381",-0.24197212078349,-1.16057312877762,0.0619117451772724,0.807227021699796,0.848298687553837,NA,NA,NA
"ENSMUSG00000085255",-0.155661103651265,-0.837167576822077,0.0616514485297208,0.807796245251061,0.848847570294311,NA,NA,NA
"ENSMUSG00000083816",0.129283256880493,0.792330295306169,0.0615853573361022,0.807959193295989,0.848969492090384,"Gm13033","prostaglandin-endoperoxide synthase 2 pseudogene","100038703"
"ENSMUSG00000028580",-0.070023862927618,4.82508452517461,0.0614215852089791,0.808189366321744,0.849128896032446,"Pum1","pumilio RNA-binding family member 1","80912"
"ENSMUSG00000035949",0.0540068789843641,5.29720099132872,0.0614114687716423,0.808204759773103,0.849128896032446,"Fbxw2","F-box and WD-40 domain protein 2","30050"
"ENSMUSG00000018841",0.0543263581397171,3.62174272891535,0.0613430816205516,0.808309519017559,0.849189648564899,"Rad51d","RAD51 paralog D","19364"
"ENSMUSG00000086119",0.200225597329434,-0.726429791680724,0.0612206386267754,0.808393978313413,0.849229068665423,NA,NA,NA
"ENSMUSG00000063684",0.0706700483578569,5.66664976993787,0.0611349964092989,0.808627549754365,0.849425119467356,NA,NA,NA
"ENSMUSG00000019947",-0.0491654190895432,5.4481342018088,0.0610265550787435,0.808793685908484,0.849550314028574,"Arid5b","AT-rich interaction domain 5B","71371"
"ENSMUSG00000006169",0.0559418396994482,5.94321355549059,0.0609426106146112,0.80892237323623,0.849635470635922,"Clint1","clathrin interactor 1","216705"
"ENSMUSG00000058594",0.0484052555714493,5.14325921124283,0.060912454124317,0.808968675877136,0.849635470635922,"Fbh1","F-box DNA helicase 1","50755"
"ENSMUSG00000032384",-0.0849109980818099,3.08420605273064,0.0608125231708595,0.809122570980677,0.849747775525504,"Csnk1g1","casein kinase 1, gamma 1","214897"
"ENSMUSG00000015659",0.0802235520241446,1.74938291154485,0.0606346442954058,0.809398411773043,0.849988128400352,"Serac1","serine active site containing 1","321007"
"ENSMUSG00000057738",0.090781291456761,5.00033667629507,0.0604529400880621,0.809675076939846,0.85022931904078,"Sptan1","spectrin alpha, non-erythrocytic 1","20740"
"ENSMUSG00000117771",0.104375198518056,1.0097708765343,0.06035073838106,0.809844333901858,0.850357700266166,"Gm25432","predicted gene, 25432","102635008"
"ENSMUSG00000040852",0.111396326511814,2.31132109053759,0.0602705845981347,0.809957555845961,0.850427231773501,"Plekhh2","pleckstrin homology domain containing, family H (with MyTH4 domain) member 2","213556"
"ENSMUSG00000033862",-0.0588077291245239,4.22992953492521,0.0599639686291146,0.810430005992332,0.850855802859275,"Cdk10","cyclin dependent kinase 10","234854"
"ENSMUSG00000041570",-0.0828689727682314,3.79238004072559,0.0599447752856006,0.810459785910393,0.850855802859275,"Camsap2","calmodulin regulated spectrin-associated protein family, member 2","67886"
"ENSMUSG00000046491",0.0950020305765168,1.96252045352542,0.0596329359550627,0.810945418491217,0.851316243502268,"C1qtnf2","C1q and tumor necrosis factor related protein 2","69183"
"ENSMUSG00000028093",-0.0603907643494136,5.03305943544788,0.0595581758899643,0.811058799761682,0.85138587050871,"Acp6","acid phosphatase 6, lysophosphatidic","66659"
"ENSMUSG00000008958",-0.0535433755491794,5.83599423530257,0.0595077160906783,0.811137104509786,0.851418670992374,"Vps72","vacuolar protein sorting 72","21427"
"ENSMUSG00000035158",0.0999523830983163,2.50131453286696,0.0594057760332932,0.81129660227358,0.851536687837097,"Mitf","melanogenesis associated transcription factor","17342"
"ENSMUSG00000001632",-0.0774130075126859,4.15842343745662,0.0593037878216973,0.811454333225457,0.851652836652254,"Brpf1","bromodomain and PHD finger containing, 1","78783"
"ENSMUSG00000026480",-0.0583531196697963,7.37623235252353,0.0590307068441037,0.811879638116185,0.852049784944091,"Ncf2","neutrophil cytosolic factor 2","17970"
"ENSMUSG00000030876",-0.0429636897936958,5.56925641279156,0.0588747720443854,0.812123070997574,0.852255827594635,"Mettl9","methyltransferase like 9","59052"
"ENSMUSG00000020698",-0.134918827779902,-0.303907823699533,0.0583883417115298,0.812929387702688,0.853052511988443,"Cct6b","chaperonin containing TCP1 subunit 6B","12467"
"ENSMUSG00000109751",-0.192425788194397,-1.16944983028218,0.058107014011917,0.813151747905098,0.853204212231687,NA,NA,NA
"ENSMUSG00000032187",0.0531295013047413,5.65676374807731,0.0581834427228583,0.813206443866517,0.853204212231687,"Smarca4","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4","20586"
"ENSMUSG00000103677",0.125634206225836,-0.0875917235312477,0.0582084560681887,0.813215422535536,0.853204212231687,"Pcdhga4","protocadherin gamma subfamily A, 4","93712"
"ENSMUSG00000029478",-0.107631896157354,3.33454429380157,0.0579686123822215,0.813544913348974,0.853426670593721,"Ncor2","nuclear receptor co-repressor 2","20602"
"ENSMUSG00000037434",-0.070173797355334,4.29931781866002,0.0579545967951787,0.813566720847048,0.853426670593721,"Slc30a1","solute carrier family 30 (zinc transporter), member 1","22782"
"ENSMUSG00000059149",0.165781962223162,-0.461914011771721,0.0579855055616966,0.81356896116733,0.853426670593721,"Mfsd4a","major facilitator superfamily domain containing 4A","213006"
"ENSMUSG00000027488",0.0543667860164942,4.55651294414007,0.0578527520835171,0.813727187106349,0.853543161708804,"Snta1","syntrophin, acidic 1","20648"
"ENSMUSG00000097164",0.0700303938013006,2.43987647050562,0.0577821196225703,0.813839722266415,0.853611715650218,"Cep83os","centrosomal protein 83, opposite strand","67723"
"ENSMUSG00000116165",-0.100098875952379,1.48092048999813,0.0576001750475887,0.814130398466754,0.8538670975282,"Pdxp","pyridoxal (pyridoxine, vitamin B6) phosphatase","57028"
"ENSMUSG00000026051",0.203728813681889,-0.28437032248776,0.0571136858381928,0.814937603195113,0.854664158045976,"Ecrg4","ECRG4 augurin precursor","78896"
"ENSMUSG00000035392",0.0782685376186206,3.49378394493262,0.0570558002663296,0.814988680321211,0.854668184840414,"Dennd1a","DENN domain containing 1A","227801"
"ENSMUSG00000029518",0.101351010564946,3.25343870092823,0.0568438479951479,0.815325802775981,0.854972165852893,"Rab35","RAB35, member RAS oncogene family","77407"
"ENSMUSG00000038732",-0.0527078849796215,3.90948344484185,0.0567097561417279,0.815539117083211,0.855146290662795,"Mboat1","membrane bound O-acyltransferase domain containing 1","218121"
"ENSMUSG00000049556",-0.142397081857138,0.640955176297978,0.0566875741601801,0.815598365095103,0.855158856030696,"Lingo1","leucine rich repeat and Ig domain containing 1","235402"
"ENSMUSG00000037395",-0.0645250703395556,3.72121053409449,0.0566270987555725,0.815670930502823,0.855185382487546,"Rcor3","REST corepressor 3","214742"
"ENSMUSG00000085517",0.18870718645589,-0.564476881781218,0.056300345376427,0.816145662673345,0.85559444942346,NA,NA,NA
"ENSMUSG00000030780",0.0721276074370974,3.46526924790283,0.0563236319813133,0.81615567360855,0.85559444942346,"Rusf1","RUS family member 1","233913"
"ENSMUSG00000031264",0.058226618458037,4.61675273715917,0.0555417553279946,0.817410571384088,0.856842729944692,"Btk","Bruton agammaglobulinemia tyrosine kinase","12229"
"ENSMUSG00000053293",-0.136456399474204,2.58183566549347,0.0555233260337133,0.817441129805744,0.856842729944692,"Pom121","nuclear pore membrane protein 121","107939"
"ENSMUSG00000043155",-0.147643965149852,0.107452823208592,0.0555096393019995,0.817500241169154,0.856846016734802,"Hpdl","4-hydroxyphenylpyruvate dioxygenase-like","242642"
"ENSMUSG00000079697",-0.153578251471479,-0.850738259362384,0.0553996635058158,0.81755126534466,0.856846016734802,NA,NA,NA
"ENSMUSG00000026021",0.0597260383320779,7.62954580308018,0.0554222273100579,0.817603154324631,0.856846016734802,"Sumo1","small ubiquitin-like modifier 1","22218"
"ENSMUSG00000099759",0.12861665810854,0.401045902277638,0.0554197567109773,0.817633696950553,0.856846016734802,"1700030C10Rik","RIKEN cDNA 1700030C10 gene","69513"
"ENSMUSG00000029465",0.0727588662474384,7.12947607050872,0.0552827340636155,0.817828321041288,0.857000336650065,"Arpc3","actin related protein 2/3 complex, subunit 3","56378"
"ENSMUSG00000033161",0.0922498876174237,5.326854358813,0.0551131990861104,0.818102415590538,0.857237910770811,"Atp1a1","ATPase, Na+/K+ transporting, alpha 1 polypeptide","11928"
"ENSMUSG00000039254",-0.0732821555098082,3.73213609678944,0.0550535117475441,0.81819925296233,0.857289731517688,"Pomt1","protein-O-mannosyltransferase 1","99011"
"ENSMUSG00000026192",0.092794328964214,2.9594021011229,0.0549484944666204,0.818369762619217,0.857410187725119,"Atic","5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase","108147"
"ENSMUSG00000083621",0.104159863839096,1.28901800109658,0.0549031162494241,0.818449254824091,0.857410187725119,"Gm14586","predicted gene 14586","100041925"
"ENSMUSG00000111197",0.106398582246876,0.0360068754713432,0.0549202179664821,0.818456383805921,0.857410187725119,NA,NA,NA
"ENSMUSG00000027104",-0.0478786794857925,4.99528847100535,0.0546981408352249,0.818775300717798,0.857694622272297,"Atf2","activating transcription factor 2","11909"
"ENSMUSG00000029366",-0.0971500237843858,5.03553772980213,0.05444956594124,0.819179763469214,0.858019244309906,"Dck","deoxycytidine kinase","13178"
"ENSMUSG00000031010",0.0677900459786125,4.04515859569204,0.0544493520366482,0.819180037926784,0.858019244309906,"Usp9x","ubiquitin specific peptidase 9, X chromosome","22284"
"ENSMUSG00000027782",-0.0845030337134158,4.93633299382302,0.0543940381333188,0.819270018946924,0.85804662415586,"Kpna4","karyopherin subunit alpha 4","16649"
"ENSMUSG00000021786",0.0712929266300089,1.72968027182914,0.054376747998171,0.81930102685661,0.85804662415586,"Oxsm","3-oxoacyl-ACP synthase, mitochondrial","71147"
"ENSMUSG00000031767",-0.0484227315512433,4.07152822086243,0.0541590061413504,0.819653475281632,0.858366054770538,"Nudt7","nudix hydrolase 7","67528"
"ENSMUSG00000049106",-0.0734218700354701,3.4781587503059,0.0540385441230358,0.819850455829445,0.858522647142154,"Dcaf5","DDB1 and CUL4 associated factor 5","320808"
"ENSMUSG00000037001",0.0922990102159811,1.67293556074882,0.0539681910093158,0.819969696832408,0.85859781959539,"Zfp39","zinc finger protein 39","22698"
"ENSMUSG00000067189",0.0964741572469067,0.229365729809689,0.0539531316958524,0.820024092384365,0.858605087008699,NA,NA,NA
"ENSMUSG00000021096",0.0796616570179214,5.01231958937185,0.0535799139143737,0.820601638103086,0.859160085538981,"Ppm1a","protein phosphatase 1A, magnesium dependent, alpha isoform","19042"
"ENSMUSG00000027270",-0.133377409580993,-1.01274692581059,0.0530630589066945,0.821389189467784,0.859934880513865,"Lamp5","lysosomal-associated membrane protein family, member 5","76161"
"ENSMUSG00000026851",0.051207459371173,6.80301016617389,0.0530293582974772,0.821508179157706,0.860009690765514,"BC005624","cDNA sequence BC005624","227707"
