"","logFC","logCPM","F","PValue","FDR","SYMBOL","GENENAME","ENTREZID"
"ENSMUSG00000057143",-1.42413827569709,2.57084069980462,11.0493420757422,0.00558817340451576,0.0146277230046157,"Trim12c","tripartite motif-containing 12C","319236"
"ENSMUSG00000103030",-2.13284364311757,0.157571850361589,10.95479174543,0.0055973597070444,0.0146496498162237,NA,NA,NA
"ENSMUSG00000021252",-0.789002897788031,6.2396521693018,11.0400062947255,0.0055998650182812,0.0146540870372811,"Erg28","ergosterol biosynthesis 28","58520"
"ENSMUSG00000102460",-6.17510581390231,-1.27885527460623,11.8911414701951,0.00560454479020992,0.0146642124207185,NA,NA,NA
"ENSMUSG00000039114",-1.79866487132287,0.0638000162857068,10.9740464498371,0.00560618013895409,0.0146663703374922,"Nrn1","neuritin 1","68404"
"ENSMUSG00000021509",-5.75980023665532,-0.764619546710093,11.8743736751801,0.00561224258199563,0.0146801077108641,"Slc25a48","solute carrier family 25, member 48","328258"
"ENSMUSG00000003360",-0.906227222071659,2.7698599038469,11.0251413871214,0.00562588007511939,0.0147136525295078,"Ddx23","DEAD box helicase 23","74351"
"ENSMUSG00000046699",-5.21764874143725,-0.77460272043051,11.0682360267489,0.00562757971736071,0.0147159704908523,"Slitrk4","SLIT and NTRK-like family, member 4","245446"
"ENSMUSG00000021550",0.777271824413735,6.55271547012125,11.0151283248041,0.00564008588964841,0.0147465424857527,"Qng1","Q-nucleotide N-glycosylase 1","70153"
"ENSMUSG00000008475",1.0896034288289,9.45499507051862,11.0091887346313,0.0056497360951814,0.014767736646998,"Arpc5","actin related protein 2/3 complex, subunit 5","67771"
"ENSMUSG00000045094",-1.79244817710375,0.558193331994077,11.0323726695405,0.00564982441112695,0.014767736646998,"Arhgef37","Rho guanine nucleotide exchange factor 37","328967"
"ENSMUSG00000042978",-1.18066630282098,3.0497422103075,11.0034366430309,0.00566079350734654,0.0147916344715762,"Sbk1","SH3-binding kinase 1","104175"
"ENSMUSG00000062797",0.709652351329284,6.00643150231724,11.0019878243882,0.00566147032445735,0.0147916344715762,"Hikeshi","heat shock protein nuclear import factor","67669"
"ENSMUSG00000106383",-2.25484101500584,0.342800350967621,10.8285349535883,0.00566185945263021,0.0147916344715762,NA,NA,NA
"ENSMUSG00000034820",-1.17769504747737,4.22719523830208,11.0018348575504,0.00566223734870595,0.0147916344715762,"Cpsf7","cleavage and polyadenylation specific factor 7","269061"
"ENSMUSG00000050587",-1.24248408894128,3.02215636895492,10.999797453344,0.00566734402670827,0.0148028375162744,"Lrrc4c","leucine rich repeat containing 4C","241568"
"ENSMUSG00000056055",-1.47167834138215,0.797179262421061,11.0256725317615,0.00566861584230612,0.0148040222914037,"Sag","S-antigen, retina and pineal gland (arrestin)","20215"
"ENSMUSG00000055937",-2.84213966962293,-0.659596953033291,10.1811166429066,0.00566957079382429,0.0148043793292918,"Krt28","keratin 28","70843"
"ENSMUSG00000020538",-0.97501357073079,5.30586524559619,10.9901486431331,0.0056809300056795,0.0148318999412351,"Srebf1","sterol regulatory element binding transcription factor 1","20787"
"ENSMUSG00000105572",-5.73822528430797,-1.50406994107346,11.7643142896751,0.00568729555729606,0.0148463769323557,NA,NA,NA
"ENSMUSG00000025371",0.742246249829536,6.09516295399896,10.9828796998976,0.00569273170693581,0.014858423943103,"Chmp6","charged multivesicular body protein 6","208092"
"ENSMUSG00000029068",-0.65930563188045,6.68824825312678,10.9809262450959,0.00569593577901903,0.0148646424419142,"Ccnl2","cyclin L2","56036"
"ENSMUSG00000055235",-4.08417814046455,-1.41180001043842,10.9689395303233,0.00571069134595332,0.0149010006521969,"Wdr86","WD repeat domain 86","269633"
"ENSMUSG00000052525",-2.48000196614859,-0.353028258741306,10.3264527229773,0.00571351046564714,0.0149044721136068,"Spdya","speedy/RINGO cell cycle regulator family, member A","70891"
"ENSMUSG00000063388",-6.60997301909673,-1.23225841160072,11.6027544920439,0.00571366929641168,0.0149044721136068,NA,NA,NA
"ENSMUSG00000079547",-1.25572923590532,7.15577882422513,10.9626140989384,0.0057261024606267,0.0149347515958078,"H2-DMb1","histocompatibility 2, class II, locus Mb1","14999"
"ENSMUSG00000120832",-2.07379304465994,-0.85205213159,10.3293364505088,0.00572848424670523,0.0149388102443986,NA,NA,NA
"ENSMUSG00000101223",-1.45870097467076,0.327113646704804,10.9781507776184,0.00573118472566506,0.0149436986945465,NA,NA,NA
"ENSMUSG00000029505",-1.0024791927502,4.46818079412686,10.9592389037072,0.00573202083406599,0.0149437252090426,"Ep400","E1A binding protein p400","75560"
"ENSMUSG00000000171",0.840772558178689,8.03029784774217,10.9579037543948,0.00573389077195595,0.0149464465836333,"Sdhd","succinate dehydrogenase complex, subunit D, integral membrane protein","66925"
"ENSMUSG00000024953",0.789419961587195,8.22215658715856,10.9487107995079,0.00574912970953786,0.0149840109240375,"Prdx5","peroxiredoxin 5","54683"
"ENSMUSG00000057465",-3.22876661878652,1.14431168052092,10.2975870132863,0.00575063719427464,0.0149855391856215,"Saa2","serum amyloid A 2","20209"
"ENSMUSG00000047153",-0.797730524145033,3.73702038345223,10.9477390567776,0.00575137258082991,0.0149855391856215,"Khnyn","KH and NYN domain containing","219094"
"ENSMUSG00000027165",-0.608249368786982,5.85552670862404,10.94142113383,0.00576127925526665,0.015009190146226,"Iftap","intraflagellar transport associated protein","68170"
"ENSMUSG00000006764",-3.25933080702576,-0.114696385195025,10.1841198249793,0.00576540974146094,0.0150177884325155,"Tph2","tryptophan hydroxylase 2","216343"
"ENSMUSG00000000374",-1.0200187014402,4.07074670175186,10.9383947106367,0.0057667679517931,0.0150191640350932,"Trappc10","trafficking protein particle complex 10","216131"
"ENSMUSG00000027189",0.743439766637377,5.05614128359436,10.9368029901367,0.00576907529755102,0.0150230108460838,"Trim44","tripartite motif-containing 44","80985"
"ENSMUSG00000036686",0.962591450002842,3.49606578555749,10.9361710435837,0.005770761616125,0.0150252395913872,"Cc2d1a","coiled-coil and C2 domain containing 1A","212139"
"ENSMUSG00000097309",-2.56992843075769,-0.640810124196423,10.1073462777046,0.00577883035806486,0.0150440831177651,NA,NA,NA
"ENSMUSG00000019039",-0.805736984404758,4.52707913581375,10.9302533470377,0.00578020301570556,0.0150454917512819,"Dalrd3","DALR anticodon binding domain containing 3","67789"
"ENSMUSG00000078636",1.26785205054875,2.45361739051725,10.9287217497568,0.00578721014993135,0.0150615640452687,"Gm7336","glyceraldehyde-3-phosphate dehydrogenase pseudogene","654473"
"ENSMUSG00000005417",1.19772545370878,5.66703309346742,10.9237111151467,0.00579081897136799,0.0150687886738043,"Mprip","myosin phosphatase Rho interacting protein","26936"
"ENSMUSG00000026638",1.48375630722872,-0.447115357063726,10.9588462951488,0.00579316319083093,0.0150727209680334,"Irf6","interferon regulatory factor 6","54139"
"ENSMUSG00000035580",-6.80432172390716,-1.14269199410541,11.5837099228062,0.0057956481510126,0.0150770182597083,"Kcnh8","potassium voltage-gated channel, subfamily H (eag-related), member 8","211468"
"ENSMUSG00000014313",0.677493891432779,8.02890523523137,10.919411132603,0.0057980138405851,0.0150810040853517,"Cox6c","cytochrome c oxidase subunit 6C","12864"
"ENSMUSG00000005354",0.770545434391785,7.8509775145839,10.9178409702338,0.0058006473080223,0.0150856851723512,"Txn2","thioredoxin 2","56551"
"ENSMUSG00000022814",1.10676930027984,5.9768300307583,10.9164881709473,0.0058029746009371,0.0150895687632588,"Umps","uridine monophosphate synthetase","22247"
"ENSMUSG00000038079",0.822703410533438,5.15524428929301,10.9148419577844,0.00580576838617432,0.0150946640912562,"Tmem237","transmembrane protein 237","381259"
"ENSMUSG00000086742",1.42555870481662,0.546273052460269,10.9421780202683,0.00581082470556538,0.0151056395686486,"Gm16201","predicted gene 16201","102635948"
"ENSMUSG00000074151",-1.23043136281294,2.73846025345717,10.9139029512406,0.00581510563515198,0.0151145965029169,"Nlrc5","NLR family, CARD domain containing 5","434341"
"ENSMUSG00000003721",0.84197446958837,5.85530775674593,10.8992778676083,0.00583189210222942,0.0151560505322661,"Insig2","insulin induced gene 2","72999"
"ENSMUSG00000019923",0.935665583237397,7.54530686648635,10.8946135096345,0.0058397660063382,0.0151743338148323,"Zwint","ZW10 interactor","52696"
"ENSMUSG00000003345",0.647478572149619,5.67915160540824,10.8912895437771,0.00584542254121151,0.0151868509532079,"Csnk1g2","casein kinase 1, gamma 2","103236"
"ENSMUSG00000002804",-0.700732407320667,4.41914663143026,10.8891574566663,0.00584924732080679,0.0151946061414727,"Nudt14","nudix hydrolase 14","66174"
"ENSMUSG00000097085",-4.10747140026349,-1.03477898408176,11.0301036245917,0.00585231669521472,0.0152003970666839,NA,NA,NA
"ENSMUSG00000019795",0.835196077365726,7.27457451461131,10.8799661767267,0.00586459230134075,0.0152300945181797,"Pcmt1","protein-L-isoaspartate (D-aspartate) O-methyltransferase 1","18537"
"ENSMUSG00000022849",0.763923349351112,3.56787824523574,10.8787502523473,0.00586734048050194,0.0152350446776294,"Hspbap1","Hspb associated protein 1","66667"
"ENSMUSG00000105431",-6.31863599801941,-0.925613721771101,11.7518499230279,0.00587354760528595,0.015248973571881,NA,NA,NA
"ENSMUSG00000026977",-0.635864628637784,5.49845367743329,10.8708745825615,0.00588012320369801,0.0152638549676482,"Marchf7","membrane associated ring-CH-type finger 7","57438"
"ENSMUSG00000015968",-1.41457353284165,2.31307097759179,10.8726615266585,0.00588228425499896,0.0152652483040968,"Cacna1d","calcium channel, voltage-dependent, L type, alpha 1D subunit","12289"
"ENSMUSG00000028318",0.823584936252879,3.63135185776782,10.8700205949243,0.00588234738164833,0.0152652483040968,"Polr1e","polymerase (RNA) I polypeptide E","64424"
"ENSMUSG00000030259",1.48611353499794,2.99163670739557,10.868531798458,0.00588550314056235,0.0152707904222413,"Rassf8","Ras association (RalGDS/AF-6) domain family (N-terminal) member 8","71323"
"ENSMUSG00000024766",1.02112089523099,4.43382516994317,10.8674697961363,0.00588617102772957,0.0152707904222413,"Lipo3","lipase, member O3","381236"
"ENSMUSG00000037149",0.727819213495594,7.02202784287898,10.865203878888,0.00588973817080913,0.015277854154043,"Ddx1","DEAD box helicase 1","104721"
"ENSMUSG00000034880",0.685885227923461,5.18912862120497,10.8639548110132,0.00589193542743962,0.0152813629140862,"Mrpl34","mitochondrial ribosomal protein L34","94065"
"ENSMUSG00000070858",0.984083956899702,2.82525948396971,10.8661682606398,0.00589410307751289,0.0152847938915638,"Nicol1","NELL2 interacting cell ontogeny regulator 1","381633"
"ENSMUSG00000003435",0.71573990825317,5.52547979405635,10.8612027341438,0.00589663376281917,0.0152891651863983,"Supt5","suppressor of Ty 5, DSIF elongation factor subunit","20924"
"ENSMUSG00000020134",-0.770530052535486,5.85274477874981,10.859901182682,0.00589883278902649,0.0152916179249566,"Peli1","pellino 1","67245"
"ENSMUSG00000025551",-4.3510220188745,-1.05259976856705,10.9980698017258,0.00589927005561249,0.0152916179249566,"Fgf14","fibroblast growth factor 14","14169"
"ENSMUSG00000067206",2.3513662176902,-1.18444495797696,9.87877737354023,0.00590038658069975,0.0152923212153847,"Lrrc66","leucine rich repeat containing 66","231296"
"ENSMUSG00000028559",0.736913201404365,6.35675965961247,10.8584324443667,0.00590131745087006,0.0152925432023191,"Osbpl9","oxysterol binding protein-like 9","100273"
"ENSMUSG00000108474",-7.60578818896413,0.263662106551658,11.6809976813934,0.00590220573919194,0.0152926547958184,NA,NA,NA
"ENSMUSG00000045763",0.768077455075263,7.9927970036087,10.8548087587434,0.00590751931126215,0.0153042306555937,"Basp1","brain abundant, membrane attached signal protein 1","70350"
"ENSMUSG00000021866",1.58811250639404,2.03919039680934,10.8713204653197,0.00591001860786122,0.0153085134820377,"Anxa11","annexin A11","11744"
"ENSMUSG00000109576",-5.62908763403998,-0.827201729386128,11.6489452452835,0.00591197358200483,0.0153113853448631,NA,NA,NA
"ENSMUSG00000019777",0.681535264600098,6.43401243066476,10.8416080213756,0.00593019378614812,0.0153563755793299,"Hdac2","histone deacetylase 2","15182"
"ENSMUSG00000020457",0.766370934085188,7.46420942886229,10.8380525014759,0.00593631478806287,0.0153700262536379,"Drg1","developmentally regulated GTP binding protein 1","13494"
"ENSMUSG00000042729",0.74554954131224,5.912324108547,10.8374064713196,0.00593743455878234,0.0153707259224566,"Wdr74","WD repeat domain 74","107071"
"ENSMUSG00000040543",2.00943498350521,-0.352864033883112,10.8435979529133,0.00593937827934713,0.015373558112765,"Pitpnm3","PITPNM family member 3","327958"
"ENSMUSG00000034442",0.815730860376392,3.4881559292156,10.8360357839118,0.00594050128018594,0.0153742654359039,"Trmt5","TRM5 tRNA methyltransferase 5","76357"
"ENSMUSG00000097360",-1.75510805486431,0.70473594666477,10.7654683614664,0.00594156393505288,0.0153748164011601,"9430065F17Rik","RIKEN cDNA 9430065F17 gene","77857"
"ENSMUSG00000019590",1.37392092845801,1.54236240717013,10.8443139155879,0.00594278192496672,0.0153757691074536,"Cyb561","cytochrome b-561","13056"
"ENSMUSG00000024180",1.1547940868506,3.23993251121103,10.8335943851187,0.00594603283609889,0.0153819805695649,"Pgap6","post-glycosylphosphatidylinositol attachment to proteins 6","60455"
"ENSMUSG00000089371",-4.62786612274668,-1.01600125026883,10.9260410344071,0.00596139457204189,0.0154195156528883,"Mir1938","microRNA 1938","100316693"
"ENSMUSG00000082424",1.33878072292475,0.450911126805465,10.8534315789523,0.00597316155459684,0.0154477432829218,"Gm13292","glyceraldehyde-3-phosphate dehydrogenase pseudogene","100040898"
"ENSMUSG00000020000",-1.77459899894542,0.788587241704252,10.843156467737,0.00598100934577443,0.015465152200019,"Moxd1","monooxygenase, DBH-like 1","59012"
"ENSMUSG00000059027",-2.68387033589052,-0.643424756072824,10.0829772923754,0.00598160255876487,0.015465152200019,"9630013D21Rik","RIKEN cDNA 9630013D21 gene","319743"
"ENSMUSG00000032595",-3.61397672355447,-0.533843343378418,10.2849484734386,0.005983055615461,0.0154666988499122,"Cdhr4","cadherin-related family member 4","69398"
"ENSMUSG00000120245",2.08415326052884,0.779631357094844,10.7904221662694,0.00599203113556166,0.015487688476531,"Gm32276","predicted gene, 32276","102634773"
"ENSMUSG00000103739",-3.2148131242652,-0.989423410699112,10.0058285169104,0.00599333280667188,0.015488840232983,NA,NA,NA
"ENSMUSG00000100985",-4.09171876302894,-1.18826931718821,10.9275190285971,0.00599906590842793,0.0155014423709207,NA,NA,NA
"ENSMUSG00000031538",-1.10501958201759,5.96903143240064,10.7991736064372,0.0060038429885786,0.0155113503466124,"Plat","plasminogen activator, tissue","18791"
"ENSMUSG00000020629",-0.849348129099939,7.14587154745585,10.7986844677101,0.00600461492442787,0.0155113503466124,"Adi1","acireductone dioxygenase 1","104923"
"ENSMUSG00000039313",2.0269970280453,-0.703089123911035,10.4605811611642,0.00600656030155357,0.0155141606760898,"Minar1","membrane integral NOTCH2 associated receptor 1","209743"
"ENSMUSG00000085037",-1.39515541081734,2.20155476555217,10.7983624350643,0.00601328160698571,0.0155260228353757,NA,NA,NA
"ENSMUSG00000047854",-3.04809348479457,0.287885949586572,10.0514801455723,0.00601618118029824,0.0155260228353757,"Stx19","syntaxin 19","68159"
"ENSMUSG00000024972",-5.55536365233482,-1.07141290375808,11.5755016166968,0.00601648834790369,0.0155260228353757,"Lgals12","lectin, galactose binding, soluble 12","56072"
"ENSMUSG00000056763",-0.847939874638828,3.82902914447059,10.7921237189809,0.00601671023300826,0.0155260228353757,"Cspp1","centrosome and spindle pole associated protein 1","211660"
"ENSMUSG00000039193",1.22258505186435,0.841275266493083,10.8090634210935,0.00601677927311563,0.0155260228353757,"Nlrc4","NLR family, CARD domain containing 4","268973"
"ENSMUSG00000118718",-3.3796832832496,-0.473404627165812,10.2650780584059,0.00601697922344997,0.0155260228353757,"Gm24950","predicted gene, 24950","115487917"
"ENSMUSG00000098544",-6.69782254584894,-0.957561740048768,11.6466549280518,0.00601715979227625,0.0155260228353757,"Mir7211","microRNA 7211","102466817"
"ENSMUSG00000065954",-0.670646170574066,5.81167803451118,10.7890975793443,0.00602141679265313,0.0155347916768107,"Tacc1","transforming, acidic coiled-coil containing protein 1","320165"
"ENSMUSG00000027099",0.721292712879306,6.17411149753848,10.7885901568163,0.00602227721211471,0.0155347963499845,"Mtx2","metaxin 2","53375"
"ENSMUSG00000024669",-1.43085473036457,1.32442481159741,10.8009000030961,0.00603078313278664,0.0155545202026384,"Cd5","CD5 antigen","12507"
"ENSMUSG00000038539",1.6397273190641,1.51727979852461,10.7943044070479,0.00603535402755669,0.0155620939853531,"Atf5","activating transcription factor 5","107503"
"ENSMUSG00000028330",0.599127982105819,5.03287727569612,10.7811547081192,0.00603543986598257,0.0155620939853531,"Ncbp1","nuclear cap binding protein subunit 1","433702"
"ENSMUSG00000097039",-0.945681144757366,3.64178540137807,10.7763407170151,0.00604455488215444,0.0155833758168738,"Pvt1","Pvt1 oncogene","19296"
"ENSMUSG00000020435",-1.54936169824099,1.14715602022644,10.7808563451622,0.00605463657806096,0.0156071434117192,"Osbp2","oxysterol binding protein 2","74309"
"ENSMUSG00000035649",-0.814994298586902,4.54633441855399,10.7696215952701,0.00605594109439196,0.0156082823676401,"Zcchc7","zinc finger, CCHC domain containing 7","319885"
"ENSMUSG00000035041",1.47387474068346,0.514562433717627,10.7347200975276,0.0060575918900206,0.0156103133550979,"Creb3l3","cAMP responsive element binding protein 3-like 3","208677"
